Number,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24hr), 1h, 24h, 7d
1205,ENTCash,ENT,16408619.66,0.160463,,906849,10.01,41.13,148.26
1206,Super Bitcoin,SBTC,16290663.9,27.534,16563024.05,874481,1.28,20.08,-17.97
1207,Zeepin,ZPT,16271727.74,0.0943367,1980813.41,831645,0.27,17.2,-17.61
1208,ShareX,SEXC,16201244.44,0.0275024,39561826.7,831276,-0.56,2.08,-0.86
1209,UG Token,UGT,16006561.56,0.841721,19215050.3,789740,-0.57,11.26,-1.79
1210,AWARE,AWR,15860522.76,0.0273403,200000000,782419,-4.62,-2.99,-16.45
1211,SelfSell,SSC,15803600.22,0.0974861,1489651.636,778874,-10.97,5.93,-20.23
1212,Titanium Bloc...,BAR,15604871.04,1.53207,1133017291,735488,2.64,37.02,32.27
1213,InvestDigital,IDT,15570904.38,0.072047,8118885,694628,-2.54,7.29,-7.28
1214,SwissBorg,CHSB,15467276.75,0.0757388,2827061.45,670687,0.32,29.49,
1215,CoinFi,COFI,15408811.5,0.110255,186744000,670673,0.55,0.81,-36.72
1216,BigONE Token,BIG,15289030.34,4.69913,100398922.9,648648,-1.05,7.19,-19.23
1217,ATN,ATN,15096420,1.59439,1.51E+11,615752,1.49,8.4,12.5
1218,CPChain,CPC,15041488.28,0.279489,50458429.29,572746,-3.93,0.73,-0.48
1219,Read,READ,14995306.34,0.0385375,19379103,542045,1.94,11.05,8.3
1220,COMSA [ETH],CMS,14896137.5,1.30384,12182533,538721,1.32,9.11,25.42
1221,ValueChain,VLC,14791496.98,0.0798456,20752716.81,516765,0.56,-16.49,1
1222,Candy,CANDY,14768040,0.000798456,281575750,494488,-0.56,8.39,-37.85
1223,Qube,QUBE,14747957.38,0.0653787,175583793,478170,-0.59,2.55,-17.57
1224,Hydro Protocol,HOT,14727867.68,0.0803943,13661735.48,448689,-3.45,12.51,-30.47
1225,UnlimitedIP,UIP,14639573.18,0.063558,62131189.6,418722,-0.39,16.56,-9.93
1226,Molecular Future,MOF,14451579.96,0.317671,9999709.105,418082,0.25,12.83,-9.27
1227,AidCoin,AID,14445787.13,0.304816,10815965.82,415652,1.33,16.47,-23.95
1228,RefToken,REF,14422300,26.5048,1790586.464,407998,0.43,37.96,41.94
1229,DavorCoin,DAV,14221440,0.0647456,3409002.509,372711,-1.09,-26.92,-98.96
1230,aXpire,AXP,14198761.23,0.0707321,12949968.59,372697,4.52,14.55,10.87
1231,CargoX,CXO,14181647.49,0.121522,4.43E+11,341758,0.52,9.62,-30.15
1232,FairGame,FAIR,14064695.28,0.0512588,41419175,317140,1.62,10.84,16.09
1233,Bitcoin Light...,BLT,13947081.35,9.13179,140080548.9,302441,-14.61,19.4,42.58
1234,Matrix AI Net...,MAN,13840156.62,0.696367,132660904.4,299789,1.07,17.53,0.99
1235,CFun,CFUN,13629376.21,0.0296677,60123682.17,293181,0.06,5.94,-1.83
1236,iQuant,IQT,13582688.05,0.14079,2144023561,291938,16.67,11.85,-8.22
1237,PressOne,PRS,13504452.06,0.702028,1402641.39,289922,-3.71,6.53,-19.46
1238,POLY AI,AI,13386299.89,3.83125,63825528,266730,-4.47,2.76,-53.81
1239,COMSA [XEM],CMS,13280048.92,1.29599,3557311887,258623,0.19,8.09,23.4
1240,Filecoin [Fut...,FIL,13215890.03,21.3228,60523400,252604,-0.42,7.54,-12.43
1241,Mobius,MOBI,13167282.53,0.209787,70666779,244547,0.49,18.08,-2.36
1242,Content and A...,CAN,13157101.28,0.0404066,105066.6032,226360,-0.11,25.9,5.94
1243,WINCOIN,WC,13137212.22,1.28101,6268082.494,225889,-3.81,6.8,7.45
1244,DRP Utility,DRPU,12971134.37,0.773294,7564650.092,202290,-4.38,-20.02,
1245,Mixin,XIN,12965680.67,940.759,18592773.79,201320,-6.31,4.67,-24.47
1246,Measurable Da...,MDT,12925292.06,0.126804,2022464.887,188309,1.12,11.25,-41.87
1247,StrongHands,SHND,12885780.92,1.64E-06,75614500,175880,6.34,16.34,50.92
1248,adbank,ADB,12794881.4,0.0256513,5172323624,170041,-0.12,-3.67,
1249,Numus,NMS,12741663.69,7.27987,24373456.49,162114,0.41,8.61,26.46
1250,Vezt,VZT,12453615.44,0.214252,1047000,157260,-0.55,-5.57,-20.15
1251,MOAC,MOAC,12404997.32,13.2649,6325840,156852,0.72,7.12,4.44
1252,TokenClub,TCT,12209857.85,0.029071,16714019.66,147028,-8.18,5.45,-13.76
1253,Datawallet,DXT,12193334,0.137512,13225026.31,141848,5.57,19.8,
1254,Bitcoin White,BTW,12191046.61,0.272356,77231175.53,140727,-2.62,0.61,-35.15
1255,Polymath Network,POLY,12107139.08,0.869356,40822176,138408,1.89,10.01,3.34
1256,Pundi X,PXS,12060588.86,1.48375,90667600,132617,-6.27,6.49,-34.57
1257,TechShares,THS,11999901.45,0.528738,14381297.87,124509,13.46,26.47,11.59
1258,Health Mutual...,HMC,11967965.01,0.0714273,4125130.643,122166,-2.95,19.18,-30.35
1259,BlockCDN,BCDN,11942139.06,0.119138,629609.543,117124,-0.22,5.32,-7
1260,SegWit2x,B2X,11889472.89,9.33016,16559751.26,116662,-10.35,-0.35,-13.02
1261,U.CASH,UCASH,11864557.42,0.00901227,167270820.7,113395,-1.01,,
1262,ClubCoin,CLUB,11554187.99,1.24026,18142082.92,105819,-1.02,10.57,-12.63
1263,Swisscoin,SIC,11494185.61,0.00230285,31968368.39,103259,-13.79,21.4,-24.89
1264,Zap,ZAP,11481254.44,0.31219,852080890.6,98301.3,2.21,11.16,10.45
1265,Infinitecoin,IFC,11370296.27,0.000229035,951604.851,91564.8,-5.01,41.58,21.63
1266,President Trump,PRES,11302458.58,0.0581838,17686127112,88549.7,-0.92,-44.05,-79.41
1267,Jiyo,JIYO,11252597.45,0.0442856,39940400,83227.3,10.01,85.65,-31.9
1268,GoldMint,MNTP,11160383.1,2.30064,519365620.9,77661.4,-0.99,,
1269,DIMCOIN,DIM,11130590.66,0.00642303,129140010.6,76693.5,0.49,4.04,-32.46
1270,Tokugawa,TOK,11088471.92,2.05477,6247267,72875.1,-3.16,8.88,5.55
1271,WETH,WETH,10933764.65,1096.53,1369282602,72595.6,-4.81,30.67,22.94
1272,EtherSportz,ESZ,10915735.81,0.401022,47975565,67302.5,-0.56,-20.16,
1273,Maggie,MAG,10897913.08,0.0344013,4451123,63008.8,-0.89,8.45,-10.28
1274,Crypterium,CRPT,10895573.74,0.796886,9555497.502,61914.8,-3.6,7.25,-32.02
1275,Ignition,IC,10687401.8,12.0316,,61413.1,2.01,-2.07,-30.12
1276,Jingtum Tech,SWTC,10586606.67,0.0115573,15900000.01,59115.6,-0.32,-1.6,-10.81
1277,Infinity Econ...,XIN,10513826.59,0.0139943,162162651,55876,-0.82,12.13,3.38
1278,Tokenbox,TBX,10487071.37,0.823567,5304981.08,52263.5,-0.69,8.5,-8.48
1279,Speed Mining ...,SMS,10482631.72,49.2975,1.03E+11,51428.9,-1.19,6.29,-15.79
1280,Fonziecoin,FONZ,10417692.95,0.00309999,22916450,48918.3,-1.4,77.21,52.89
1281,IPChain,IPC,10331016.96,0.710419,17638681,47263.1,-0.74,11.11,0.33
1282,TerraNova,TER,10302863.1,24.679,1525553,47033.3,0.67,8.39,12.49
1283,Sphre AIR,XID,10286835.4,0.242994,13393787.43,45237.1,-0.37,9.96,-2.75
1284,StrikeBitClub,SBC,10281840.26,0.0608485,10467897.44,44483,-1.11,5.72,-17.82
1285,CryptopiaFeeS...,CEFS,10251304.1,2750.1,2294347,43018.4,-0.8,18.15,-6.61
1286,Kzcash,KZC,10207912.21,3.8401,14679401.3,42798,-0.03,6.61,-0.97
1287,Escroco,ESC,10176797.56,0.894747,10490000,41325.2,-0.08,-2.24,35.41
1288,Sparks,SPK,10143600,3.18941,131651141.2,39429,0.63,-5.92,-23.29
1289,EA Coin,EAG,9995846.404,0.61123,7301723.736,39318,-6.61,-19.88,-58.83
1290,MergeCoin,MGC,9788013.829,0.0644799,352546230.7,38354.4,-1,29.08,67.9
1291,Travelflex,TRF,9711658.764,0.131039,340267.4523,33496.7,-0.55,-0.74,-16.12
1292,FidentiaX,FDX,9597525.333,0.14374,11290301.06,32897.1,-4.9,-25.09,-41.61
1293,GameChain System,GCS,9534420.73,0.0180324,135594472.9,31480.6,-6.04,-8.46,-26.79
1294,InfChain,INF,9288793.026,0.00928233,23472224,29558.6,-2.59,8.52,-5.99
1295,Bitcoin God,GOD,9277165.521,53.5164,6732778,28279.9,-0.49,11.91,-13.93
1296,Harvest Maste...,HC,9026964.048,1.42626,1537792,27140.3,2.46,-7.21,8.3
1297,Golos Gold,GBG,8979264.887,0.109051,,25751.2,0.38,13.19,-4.33
1298,MSD,MSD,8931794.49,0.0063275,12231471.91,24547.9,-0.44,11.52,22.37
1299,Phantomx,PNX,8899700.342,0.147359,50000000,23070.5,15.53,35.06,99
1300,TimesCoin,TMC,8794000,1.12486,74365846.99,22360.9,-0.21,14.54,6.45
1301,ArbitrageCT,ARCT,8791640.924,0.0186647,96880138.68,22043.3,0.41,0.89,6.79
1302,KlondikeCoin,KDC,8693890.934,0.0324171,2110316.862,20991.2,6.06,-18.59,
1303,WeAreSatoshi,WSX,8635408.464,0.0109828,32086595.26,20748.9,-6.29,-5.19,2.09
1304,Equal,EQL,8570971.822,0.00456689,46508191.67,20269.6,-0.55,22.24,-19.76
1305,IDEX Membership,IDXM,8474274.65,6432.01,13162520512,20046.6,1.42,35.06,19.21
1306,Galactrum,ORE,8198847.12,3.27085,1182667.781,19641.1,-0.99,1.43,-10.17
1307,Bitair,BTCA,8164612.551,0.00429442,126007963.7,19102.1,-3.54,17.44,6.21
1308,B3Coin,KB3,8135816.221,0.0180685,446132.1759,18964.2,-0.99,11.43,-15.13
1309,ZenGold,ZENGOLD,8099379.824,0.0520799,1190457.816,18635.9,-1.03,16.16,3.14
1310,Nitro,NOX,8015729.055,0.366218,12799009.45,18083.6,-0.66,15.35,-11.83
1311,Maverick Chain,MVC,7922121.361,0.081397,22223059.73,16415.3,-0.99,6.72,12.27
1312,HTML5COIN,HTML5,7816035.984,0.00159428,3782148641,13047.2,4.79,17.98,-19.74
1313,Swarm,SWM,7752006.903,1.25681,45079785,12333.3,1.99,3.58,
1314,Granite,GRN,7700778.747,0.0170057,457350000,11810.7,0.5,5.91,5.85
1315,Bitcoin Atom,BCA,7652512.229,32.2001,132937032.8,11251.6,-2.56,14.53,-9.03
1316,BT2 [CST],BT2,7652337.391,61.1788,12244134.97,11023.8,-2.15,23.55,5.63
1317,UniversalRoya...,UNRC,7629387.604,0.00176898,16342464,10275.2,3.36,17.14,-6.2
1318,Crave,CRAVE,7628399.701,0.499256,123175.2685,10255.3,1.07,13.07,-2.15
1319,Royalties,XRY,7543645.292,0.000177143,21299170,9799.46,-1.03,11.42,-9.59
1320,Smartlands,SLT,7529072.887,1.01659,13321300.57,9277.39,-3.68,-24.19,-57.81
1321,OX Fina,OX,7491492.224,0.00113086,2796186.406,8760.59,-6.75,3.84,15.04
1322,Pabyosi Coin ...,PCS,7469161.247,0.167228,4764026.335,8656.44,-0.83,17.83,53.98
1323,T-coin,TCOIN,7444272.594,0.000177683,111894311.3,8645.87,-1,33.66,8.76
1324,Cyder,CYDER,7429474.96,0.00797142,2558770,8018.88,-1.03,1.05,-30.25
1325,First Bitcoin,BIT,7423651.408,0.0410085,115867645,7879.95,-1.84,9.63,111.89
1326,International...,XID,7399647.076,0.00389714,359211764.4,7815.66,-1.03,-4.37,
1327,United Trader...,UTT,7379997.673,0.740576,3263020.842,7576.32,-0.78,2.81,-1.3
1328,Bankex,BKX,7361189.621,1.03782,7753607.165,7174.23,10.76,20.79,-4.91
1329,Wowcoin,WOW,7268797.671,9.04E-05,50000000,7000.96,-0.51,-14.75,-60.22
1330,Lazaruscoin,LAZ,7248282.384,0.00106286,13449994.76,6776.48,-25.77,-29.63,-12.09
1331,SHACoin,SHA,7236419.503,0.00566856,125990535.4,6721.96,2.67,-21.09,19.72
1332,BitSoar,BSR,7181964.249,0.192643,341428547.4,6626.25,7.89,2.81,45.94
1333,Protean,PRN,7166549.439,8.86E-05,36971182004,6540.91,-0.92,23.27,11.8
1334,Triaconta,TRIA,7102117.126,20.8486,110558800.2,6130.37,-0.56,11.33,28.27
1335,CoffeeCoin,CFC,7086170.911,0.00327714,12000000,5853.94,7.74,16.19,
1336,PeepCoin,PCN,7051445.176,1.46E-05,574683675,5825.51,0.81,0.65,15.3
1337,Cloud,CLD,6964337.416,0.0745877,,5791.54,-1.82,0.67,-30.44
1338,Monero Gold,XMRG,6942654.831,0.000177143,1869936.2,5773.57,-30.1,9.91,-99.79
1339,Safe Trade Coin,XSTC,6940512.351,0.00141714,46500000,5507.52,-6.82,5.52,-21.42
1340,NamoCoin,NAMO,6916356.36,0.000353946,18397899,5269.95,-1,23.71,11.02
1341,DeusCoin,DEUS,6911043.458,0.213988,2878399.165,5126.05,10.12,46.57,34.29
1342,WA Space,WA,6899162.895,0.0151457,9952089,4756.77,-1,7.67,2.82
1343,IrishCoin,IRL,6892910.164,0.0163857,2161058.821,4662.23,-1,30.46,2.07
1344,Zilbercoin,ZBC,6809519.085,0.0469989,90000000,4570.46,-7.93,35.7,-4.12
1345,GOLD Reward T...,GRX,6716390.973,0.0649092,850000,4422.25,3.02,17.92,-39.36
1346,MarxCoin,MARX,6654240.232,0.00318842,4581670.5,4060.86,-0.99,4.69,13.88
1347,Wi Coin,WIC,6613282.969,0.00373825,1000,3910.36,-6.33,25.44,26.08
1348,SISA,SISA,6600002.773,0.013534,254339584.9,3898.14,-0.49,30,0.94
1349,Huncoin,HNC,6597993.206,0.00132857,15392016069,3413.82,-21.84,-7.15,-27.36
1350,Storjcoin X,SJCX,6572697.755,1.09838,480133857.8,3299.63,-0.3,6.06,12.74
1351,RubleBit,RUBIT,6529516.848,0.00761713,46785866.28,3281.82,21.64,74.83,-21.95
1352,Macro,MCR,6465294.091,0.859694,24637124.11,3274.39,-1.38,8.7,20.93
1353,Golfcoin,GOLF,6399140.268,0.000177143,41.99997104,3011.53,-30.11,11.42,-36.15
1354,NEO GOLD,NEOG,6367157.413,0.00630454,14940913038,2965.2,-0.96,-23.3,-63.09
1355,GlassCoin,GLS,6279221.706,0.394939,43489814.99,2846.15,-0.99,30.77,22.84
1356,CORION,COR,6276488.162,0.407428,10174503.61,2770.39,-1.03,2.23,21.08
1357,BitSerial,BTE,6257582.289,0.0700511,25960250000,2565.61,-1.73,25.53,-44.26
1358,VPNCoin,VASH,6207302.091,0.00336571,397300,2388.5,-0.62,17.61,-16.06
1359,SIGMAcoin,SIGMA,6107922.167,0.0532304,62605775.68,2259.61,-0.56,33.59,-17.43
1360,BestChain,BEST,6102068.02,0.00765764,48043990.79,2204.64,-0.99,6.58,3.57
1361,PlexCoin,PLX,5933676.612,0.0269199,5000000,2134.78,-1,3.95,-5.9
1362,Blockchain Index,BLX,5923447.059,4.29392,45034304.5,2130.99,-0.56,11.3,2.13
1363,Regacoin,REGA,5889191.819,0.00150571,37277249701,2010.94,-0.99,-33.4,-56.12
1364,Alphabit,ABC,5857806.633,77.5811,6823721.254,1967.91,-0.82,16.49,-29.86
1365,Animecoin,ANI,5812103.298,0.00186,97415544.22,1854.47,9.43,14.09,1.74
1366,LandCoin,LDCN,5708131.802,0.0061377,41004200,1788.16,-0.24,46.66,-43.42
1367,ZSEcoin,ZSE,5682617.131,0.0335209,32550000,1782.5,-0.08,7.51,2.16
1368,Internet of T...,XOT,5648690.804,819.551,7414658.449,1745.74,-0.99,3.41,6.62
1369,Ethereum Lite,ELITE,5554843.293,0.335168,2321736334,1698.38,-0.98,9.12,0.84
1370,GrandCoin,GDC,5480652.349,0.000442856,1484440106,1660.11,-1,8.47,
1371,BTCMoon,BTCM,5467973.471,0.00923112,17029585,1653.91,-0.85,26.75,-15.14
1372,CasinoCoin,CSC,5421662.807,0.00177143,580274388.3,1637.14,-0.99,20.69,9.46
1373,Musiconomi,MCI,5421389.943,0.101857,2278150,1631.28,-0.99,1.67,2.46
1374,Vulcano,VULC,5396389.552,0.00686443,156913423.6,1607.39,-0.98,10.63,1.9
1375,DynamicCoin,DMC,5394285.119,0.00387455,206729.9596,1429.68,8.84,34.19,14.78
1376,President Joh...,GARY,5347617.817,0.141625,1574741156,1421.6,-0.99,17.14,11.4
1377,Cubits,QBT,5256497.04,0.00522571,114423294,1361.51,-1,7.8,-4.96
1378,India Coin,INDIA,5176944.155,0.000885713,3413560270,1324.64,-0.99,11.42,-19.51
1379,Primulon,PRIMU,5173782.388,0.000442856,117898776.8,1293.17,-1,39.28,5.16
1380,TopCoin,TOP,5132967.355,0.00230285,17843471.75,1241.01,-0.99,11.42,-14.57
1381,Aces,ACES,5123441.057,0.000503686,15746668.29,1216.12,-0.77,-48.27,-50.17
1382,Tellurion,TELL,5086449.982,0.000836542,4998233.91,1192.16,-18.09,49.13,-6.85
1383,First Bitcoin...,BITCF,5046405.939,0.240117,1055345280,1186.05,-0.99,-32.45,8.73
1384,XTD Coin,XTD,5042021.493,0.000177143,1990303.332,1161.45,-0.99,122.85,96.65
1385,Sense,SENSE,5034286.628,0.0441711,10996318099,1144.78,0.07,12.27,-5.16
1386,TeslaCoilCoin,TESLA,5018768.728,1.10688,18390611.08,1105.19,-1.03,7.98,-1.21
1387,Wink,WINK,4983014.697,0.000734486,6105497.692,1079.44,-0.99,-77.53,19.77
1388,Sand Coin,SND,4972509.2,2.31993,21411812168,991.805,-0.9,23.19,64.16
1389,EncryptoTel [...,ETT,4707565,0.0792325,25979041.09,949.529,-1.23,6.45,-2.17
1390,Francs,FRN,4696299.913,0.0668661,1302287339,928.976,-1.03,6.35,-17.42
1391,Sakuracoin,SKR,4693978.351,0.00637713,2700000,810.038,-1,20.52,25.48
1392,FlappyCoin,FLAP,4672832.421,1.32E-05,13274414.86,796.061,-9.57,-20.44,-68.63
1393,STEX,STEX,4666481.896,1.90688,16668400,763.676,16.01,6.95,78.46
1394,Donationcoin,DON,4623532.81,0.00230285,10343113.01,760.356,11.88,31.68,33.32
1395,Happy Creator...,HCC,4612792.151,8.86E-05,1673383.43,753.542,-1,11.42,-48.72
1396,UR,UR,4577551.125,0.00256857,60594810.81,744.216,6.3,7.71,19.63
1397,Omicron,OMC,4561374.878,0.203803,51392877.29,721.218,-1,16.54,-6.43
1398,Compcoin,CMP,4545729.967,13.7494,436450711.2,653.275,11.33,25.33,11.51
1399,Moneta,MONETA,4529346.757,0.000531428,1581531,599.251,18.76,40.43,2.56
1400,Minex,MINEX,4506044.866,0.0203762,10633647.31,488.256,-0.85,18.85,-47.8
1401,Sharkcoin,SAK,4498769.542,0.00619999,,437.519,-1,28.48,16.58
1402,Fazzcoin,FAZZ,4451853.701,0.0626696,83444258.07,431.925,-1,12.2,-29.8
1403,EDRCoin,EDRC,4421862.587,0.108428,9285500,430.4,-0.95,14.67,-25.23
1404,FireFlyCoin,FFC,4382693.58,0.000354285,88183483,390.329,-0.99,-10.86,-31.63
1405,HODL Bucks,HDLB,4364362.669,0.137817,3562111,377.81,-0.99,19.38,-1.59
1406,Antimatter,ANTX,4301621.74,0.000177143,2000000,364.938,-1,-23.69,-1.6
1407,FAPcoin,FAP,4278767.582,0.00430702,1000812836,348.132,-6.49,37.56,-17.31
1408,Qora,QORA,4202875.653,0.274029,391210510.9,301.621,-0.99,11.42,2.5
1409,Rupaya [OLD],RUPX,4180473.293,0.00522571,18195160.6,299.029,9.5,13.34,28.74
1410,X2,X2,4155260.001,0.000354285,10528502,284.444,-0.99,35.46,36.74
1411,UNCoin,UNC,4154545.801,8.86E-05,221468.9026,283.039,-1,11.42,2.56
1412,Avoncoin,ACN,4093627.785,0.000974284,1175364.334,281.405,-16.23,-7.35,3.47
1413,TodayCoin,TODAY,4073378.13,0.000885713,787126711.6,267.847,-1,20.95,2.56
1414,Halloween Coin,HALLO,4034080.019,0.000443065,8265187.039,247.917,-0.99,39.3,-5.42
1415,GAY Money,GAY,4029888.281,0.0379085,869147152.1,230.538,-1,11.42,-6.98
1416,High Gain,HIGH,3915623.759,0.000619999,80000000,228.665,-0.99,21.35,8.01
1417,Akuya Coin,AKY,3900778.266,0.02542,14100000,224.06,-0.99,7.72,3.64
1418,NumusCash,NUMUS,3886526.606,0.000265714,23904381.06,221.64,-0.99,20.44,-0.02
1419,Pirate Blocks,SKULL,3879595,0.00465513,4029888.036,215.093,-5.39,-3.36,2.67
1420,Dutch Coin,DUTCH,3785501.024,0.00106286,12000000,213.592,8,34.57,53.57
1421,Bitok,BITOK,3668718.4,0.000177143,41737500,210.033,-1,25.14,105.11
1422,AlpaCoin,APC,3666567.027,0.00999848,576813,200.444,-0.93,20.94,7.27
1423,RichCoin,RICHX,3584015.96,0.00673142,167531995.8,179.628,-1.03,11.42,1.22
1424,ANRYZE,RYZ,3543243.708,0.0108943,3832073,173.202,-5.1,3.83,-12.34
1425,PayPeer,PAYP,3530808,8.86E-05,201529828,172.09,-0.99,11.42,-48.72
1426,PinkDog,PDG,3436412.984,0.000177143,20988143.95,156.494,-0.99,11.42,-65.63
1427,MoneyCoin,MONEY,3431271.321,0.000177143,16822736,148.689,-0.99,11.42,105.11
1428,TeraCoin,TERA,3400703.372,1.61E-05,196297971,148.163,-1.64,559.42,320.47
1429,GoldMaxCoin,GMX,3387204.15,0.00186,406568580.9,145.201,-0.99,12.48,-38.99
1430,RabbitCoin,RBBT,3309671.643,2.41E-05,5516089.988,141.052,26.3,49.33,-36.04
1431,Rcoin,RCN,3301581.411,8.86E-05,600000,126.355,-1.03,11.42,2.56
1432,Cheapcoin,CHEAP,3273112.695,0.00070857,12529746.95,122.685,-1,11.42,2.56
1433,SafeCoin,SFE,3230588.442,8.86E-05,1259816434,120.997,-0.99,11.42,-48.54
1434,UGAIN,GAIN,3226086,0.00369317,36791849.99,107.576,1.11,-32.72,-63.18
1435,Bastonet,BSN,3209353.5,0.000885713,608557393.5,104.814,-1,-25.72,-34.83
1436,Natcoin,NTC,3202202.819,0.0133235,20418500,104.689,-0.62,0.65,-53.49
1437,BlazerCoin,BLAZR,3177460,0.00168195,28070093.34,96.3254,-5.99,-18.36,-33.83
1438,EtherDelta Token,EDT,3162636.437,0.0417814,1012637,88.7174,-0.56,11.3,-6.02
1439,Peacecoin,PEC,3121670.171,0.0170057,283270646.2,77.3787,-1.03,17.08,-3.07
1440,DMarket,DMT,3113317.57,0.70965,3268273.635,70.9739,-0.56,11.3,
1441,MobileCash,MBL,3000171.747,0.000354285,24700247.68,59.3078,-0.99,11.39,105.11
1442,PrismChain,PRM,2998929.295,0.00177143,1990045,58.0964,-1.03,11.42,13.95
1443,CyberCoin,CC,2990943.938,0.000265714,66858209.28,56.9909,-1.03,67.13,53.8
1444,BitAlphaCoin,BAC,2976424.109,0.00469428,489261997.5,50.6649,-1,,-30.31
1445,Bitbase,BTBc,2935271.13,0.00168285,6906267.788,45.7759,-0.99,0.18,-16.28
1446,Digital Bulli...,DBG,2844516.499,0.00265714,46000000,45.4885,-1,39.28,23.07
1447,Magnetcoin,MAGN,2834755.459,0.469605,4134482.201,45.3336,-0.99,-2.96,-19.37
1448,Dashs,DASHS,2820921.379,0.0860027,117426429.6,44.0821,-1.03,21.74,21.89
1449,Aseancoin,ASN,2779251.939,0.00717427,16919641.53,40.3029,-1.03,-13.22,
1450,Runners,RUNNERS,2750955.673,0.000442856,,36.9794,-1,11.42,-14.54
1451,BetaCoin,BET,2696970,0.00478285,140262505.1,36.9051,-0.99,5.56,-36.17
1452,Elacoin,ELC,2496733.366,0.359068,73877868.58,34.0916,-0.99,7.56,26.53
1453,Opescoin,OPES,2423546.84,0.00283428,6551094.768,29.1419,-0.99,42.58,42.69
1454,TeamUp,TEAM,2421561.256,0.000265714,125279774.5,27.9705,-1,11.42,2.56
1455,DarkLisk,DISK,2379209.061,0.00203714,8500001,27.3257,-0.99,6.75,31.04
1456,Cash Poker Pro,CASH,2364560.498,0.0532304,104758.5759,26.6152,-0.56,11.33,-1.75
1457,The Vegan Ini...,XVE,2304321.915,0.000619999,556619.2312,24.6365,-1,,-10.26
1458,ShellCoin,SHELL,2304075.454,0.0550913,49898202.15,24.3303,-0.99,50.66,27.58
1459,Dubstep,DUB,2262030.562,0.00230285,4451920.438,22.3881,-0.99,15.88,48.14
1460,Birds,BIRDS,2236932.485,0.000442856,248417872.9,21.4461,-0.99,-7.15,13.98
1461,AvatarCoin,AV,2216042.866,0.0637713,34452903.92,20.2632,,,24.73
1462,eLTC,ELTC2,2210009.824,0.00066538,399104392,19.5178,-0.64,11.33,-26.24
1463,XDE II,XDE2,2187481.908,4.3097,15122697.14,19.0528,-0.99,-4.82,-33.46
1464,Axiom,AXIOM,2181990.994,0.0128428,1.016,18.2497,-0.99,11.39,2.56
1465,TurboCoin,TURBO,2162850.183,0.000177143,32000,14.8794,-0.99,122.85,66.55
1466,MMXVI,MMXVI,2136577.306,0.00354285,11208967,14.3441,-1,,2.56
1467,LePen,LEPEN,2129692.117,8.86E-05,2111720.357,13.8345,-1.03,11.42,2.56
1468,iBTC,IBTC,2106084.761,0.00487857,101678758.9,12.4204,-0.56,11.33,-1.89
1469,EggCoin,EGG,2073698.005,0.0231171,23079736.73,11.3501,-0.99,,2.56
1470,Voyacoin,VOYA,2050518.243,1.02796,1819611.6,10.345,-0.99,,4.25
1471,FutCoin,FUTC,2017305.674,0.000974284,9000000,10.0321,-0.99,11.39,-19.42
1472,Yescoin,YES,2012983.727,8.86E-05,4773,9.74284,-1.03,11.42,2.56
1473,FrankyWillCoin,FRWC,1962942.221,0.00309999,20550001,9.62486,-0.99,5.37,-5.54
1474,Karmacoin,KARMA,1951989.993,8.86E-05,401421400.7,8.85713,,11.42,2.54
1475,PokeCoin,POKE,1947920.777,8.86E-05,10217238.73,8.4125,-1.03,-32.7,-48.72
1476,Hyper TV,HYTV,1905819.026,0.00124204,34975347.36,7.98456,-0.56,11.33,-57.01
1477,SnakeEyes,SNAKE,1896868.234,0.025236,7000000,7.57082,0.63,22.6,46.83
1478,UtaCoin,UTA,1896472.039,0.000354285,9503724,6.31938,-0.99,11.42,-27.87
1479,10M Token,10MT,1863806.551,0.00541176,2147329.872,6.21022,-0.56,11.33,-17.79
1480,RHFCoin,RHFC,1857048.723,0.00070857,197581050.1,5.90469,-0.99,,4.52
1481,Topaz Coin,TOPAZ,1850472,0.492279,15345041.53,5.22243,-0.99,11.42,3.34
1482,SportsCoin,SPORT,1847068.456,0.00150571,15145320.1,4.61775,-1.03,35.3,-3.14
1483,Cycling Coin,CYC,1842474.931,0.00150571,5848581.409,4.03894,-0.99,,2.56
1484,LAthaan,LTH,1831289.53,0.00070857,61364813.1,3.54285,-1.1,11.42,17.21
1485,Hyper,HYPER,1829526.838,0.0539399,50937027.7,2.81037,-0.99,16.79,-47.52
1486,Cashme,CME,1824103.768,0.000177143,6513460,2.03227,-1.03,11.42,2.56
1487,netBit,NBIT,1823691.669,0.0194857,17574970.38,1.98834,-1,31.51,41.53
1488,Operand,OP,1816878.843,0.00186,,1.65416,-0.99,-10,-13.85
1489,Quotient,XQN,1807658.302,0.00921141,17982000,1.49367,-1,37.95,14.69
1490,LinkedCoin,LKC,1801733.299,0.000177143,13384128.47,1.13867,-1,-25.72,2.56
1491,Bubble,BUB,1800780,0.0211685,12164356,0.930884,-1,,39.27
1492,TrickyCoin,TRICK,1795862.289,0.0121343,27971200,0.894481,-0.99,48.2,-31.13
1493,Bitcoin2x,BTC2X,1792073.644,0.00621022,3284265.754,0.887174,-0.56,11.33,-1.75
1494,GameLeagueCoin,GML,1785345.16,0.0135297,221788.8493,721.218,,,-10.48
1495,Xaucoin,XAU,1772435.191,0.0534001,16474625,653.275,,11.96,5.31
